Order_ID,Order_Date,Customer_ID,Customer_Segment,Region,City,Category,Product_Name,Sales_Channel,Quantity,Unit_Price,Sales,Profit,Discount,Profit_Margin
ORD_01221,2025-02-09,CUST_2723,Corporate,West,San Francisco,Electronics,TV,Phone,5,928.55,4642.74,1356.05,0.0,0.292
ORD_01222,2025-08-04,CUST_2656,Home Office,East,Washington DC,Electronics,Laptop,Store,4,689.34,2757.35,458.87,0.0,0.166
ORD_01223,2024-06-20,CUST_7157,Home Office,North,Chicago,Sports,Basketball,Phone,7,56.32,394.21,52.17,0.0,0.132
ORD_01224,2025-07-11,CUST_4909,Corporate,North,Chicago,Electronics,Laptop,Phone,10,566.37,5663.72,1235.39,0.0,0.218
ORD_01225,2024-09-11,CUST_1610,Corporate,West,San Francisco,Books,Textbook,Phone,7,30.07,210.5,22.67,0.0,0.108
ORD_01226,2023-10-16,CUST_1464,Home Office,East,Philadelphia,Home & Garden,Plant,Store,5,207.58,1037.88,316.45,0.0,0.305
ORD_01227,2024-06-02,CUST_8507,Home Office,East,Washington DC,Electronics,Tablet,Phone,5,826.46,4132.29,612.31,0.0,0.148
ORD_01228,2025-04-04,CUST_3818,Corporate,East,Baltimore,Sports,Dumbbells,Online,6,102.77,616.62,161.23,0.0,0.261
ORD_01229,2024-05-12,CUST_2481,Home Office,East,Washington DC,Electronics,TV,Store,6,716.35,4298.1,1254.37,0.0,0.292
ORD_01230,2024-04-16,CUST_6521,Corporate,East,Baltimore,Sports,Dumbbells,Store,3,193.9,480.15,94.51,0.175,0.197
ORD_01231,2025-02-21,CUST_3914,Corporate,Central,Kansas City,Books,Textbook,Phone,2,15.96,31.92,4.06,0.0,0.127
ORD_01232,2025-08-01,CUST_6573,Home Office,West,San Francisco,Clothing,Hat,Store,7,34.98,244.84,52.78,0.0,0.216
ORD_01233,2024-07-18,CUST_4683,Corporate,Central,Minneapolis,Electronics,Tablet,Online,4,660.99,2251.74,676.1,0.148,0.3
ORD_01234,2025-09-02,CUST_4538,Consumer,South,Miami,Clothing,Jacket,Online,5,43.28,216.38,22.99,0.0,0.106
ORD_01235,2024-12-14,CUST_4149,Corporate,West,Seattle,Books,Textbook,Online,9,27.43,246.84,71.13,0.0,0.288
ORD_01236,2024-10-22,CUST_8066,Corporate,East,Baltimore,Home & Garden,Lamp,Store,4,196.05,784.19,162.42,0.0,0.207
ORD_01237,2024-02-06,CUST_3109,Consumer,East,Baltimore,Clothing,Shoes,Phone,8,65.15,521.22,68.51,0.0,0.131
ORD_01238,2024-05-12,CUST_4669,Corporate,East,Baltimore,Beauty,Nail Polish,Store,10,52.65,526.48,125.34,0.0,0.238
ORD_01239,2025-05-19,CUST_8347,Home Office,West,Los Angeles,Clothing,T-Shirt,Phone,1,92.19,92.19,22.4,0.0,0.243
ORD_01240,2023-11-26,CUST_5128,Home Office,East,Philadelphia,Beauty,Shampoo,Online,10,37.09,370.86,115.44,0.0,0.311
ORD_01241,2024-10-31,CUST_9821,Home Office,South,Houston,Sports,Dumbbells,Phone,5,99.58,497.9,134.91,0.0,0.271
ORD_01242,2024-11-11,CUST_6152,Consumer,South,Houston,Beauty,Moisturizer,Phone,1,47.05,33.25,6.9,0.293,0.208
ORD_01243,2025-06-11,CUST_3641,Home Office,North,Chicago,Sports,Bicycle,Online,4,196.97,787.87,261.67,0.0,0.332
ORD_01244,2024-03-25,CUST_2957,Corporate,North,Chicago,Sports,Bicycle,Online,2,191.92,383.84,104.48,0.0,0.272
ORD_01245,2024-10-22,CUST_3269,Corporate,West,San Francisco,Beauty,Perfume,Online,2,29.0,58.01,8.89,0.0,0.153
ORD_01246,2024-06-06,CUST_7576,Consumer,West,Los Angeles,Clothing,Dress,Online,6,98.92,593.54,172.07,0.0,0.29
ORD_01247,2023-12-27,CUST_1997,Home Office,Central,Kansas City,Electronics,Camera,Online,6,321.62,1929.71,193.97,0.0,0.101
ORD_01248,2023-10-04,CUST_1453,Home Office,North,Boston,Sports,Dumbbells,Phone,6,178.9,873.49,337.79,0.186,0.387
ORD_01249,2024-03-26,CUST_3534,Home Office,Central,Denver,Home & Garden,Sofa,Store,10,153.08,1530.78,355.46,0.0,0.232
ORD_01250,2024-03-21,CUST_1635,Home Office,Central,Denver,Sports,Running Shoes,Online,5,190.25,951.27,125.88,0.0,0.132
ORD_01251,2025-05-18,CUST_4164,Home Office,Central,Denver,Electronics,Headphones,Online,10,940.0,9399.99,3584.65,0.0,0.381
ORD_01252,2025-04-05,CUST_2072,Corporate,West,San Francisco,Electronics,TV,Online,6,356.04,2136.22,829.1,0.0,0.388
ORD_01253,2024-11-08,CUST_2618,Home Office,North,Boston,Electronics,Headphones,Online,6,933.9,5603.4,1506.75,0.0,0.269
ORD_01254,2025-03-09,CUST_5629,Corporate,West,Seattle,Beauty,Foundation,Online,8,49.36,394.87,74.19,0.0,0.188
ORD_01255,2024-11-08,CUST_1390,Corporate,West,San Francisco,Electronics,Headphones,Online,6,670.94,4025.64,1138.85,0.0,0.283
ORD_01256,2024-07-12,CUST_2461,Corporate,North,Chicago,Electronics,Smartphone,Phone,10,657.09,6570.9,1920.54,0.0,0.292
ORD_01257,2025-03-22,CUST_4084,Corporate,North,New York,Home & Garden,Plant,Phone,1,347.12,347.12,105.96,0.0,0.305
ORD_01258,2025-02-23,CUST_1732,Consumer,Central,Denver,Books,Biography,Online,8,38.5,307.99,113.25,0.0,0.368
ORD_01259,2023-12-05,CUST_1255,Consumer,South,Atlanta,Clothing,Shoes,Store,4,92.52,269.68,36.38,0.271,0.135
ORD_01260,2025-07-28,CUST_7091,Corporate,East,Philadelphia,Sports,Yoga Mat,Online,3,71.25,213.75,37.16,0.0,0.174
ORD_01261,2024-11-27,CUST_4356,Home Office,Central,Minneapolis,Beauty,Shampoo,Phone,5,33.41,167.07,17.22,0.0,0.103
ORD_01262,2024-10-12,CUST_1170,Home Office,East,Philadelphia,Sports,Dumbbells,Phone,7,56.27,312.41,103.14,0.207,0.33
ORD_01263,2023-12-03,CUST_2089,Consumer,North,New York,Clothing,Jacket,Phone,6,37.55,225.32,72.56,0.0,0.322
ORD_01264,2025-09-02,CUST_5664,Home Office,West,San Francisco,Books,Biography,Store,2,32.83,65.66,14.34,0.0,0.218
ORD_01265,2024-04-15,CUST_3082,Home Office,North,Chicago,Sports,Yoga Mat,Online,8,121.82,861.12,114.89,0.116,0.133
ORD_01266,2023-12-16,CUST_7076,Corporate,North,New York,Sports,Basketball,Phone,3,116.3,348.91,115.4,0.0,0.331
ORD_01267,2025-02-18,CUST_1716,Home Office,South,Miami,Beauty,Shampoo,Online,3,30.36,91.08,35.08,0.0,0.385
ORD_01268,2024-09-14,CUST_7411,Corporate,West,Los Angeles,Beauty,Lipstick,Online,5,37.75,188.76,31.63,0.0,0.168
ORD_01269,2024-08-30,CUST_5026,Home Office,West,Los Angeles,Sports,Running Shoes,Phone,5,133.53,667.64,95.48,0.0,0.143
ORD_01270,2023-11-19,CUST_9487,Home Office,North,Chicago,Electronics,Headphones,Online,10,790.36,7903.62,2507.22,0.0,0.317
ORD_01271,2023-10-31,CUST_1096,Corporate,South,Miami,Beauty,Foundation,Online,10,17.63,176.29,38.12,0.0,0.216
ORD_01272,2024-05-08,CUST_1324,Home Office,North,Chicago,Books,Fiction Novel,Store,10,29.34,293.44,54.21,0.0,0.185
ORD_01273,2024-12-25,CUST_5096,Corporate,South,Houston,Sports,Basketball,Phone,8,121.87,974.95,360.32,0.0,0.37
ORD_01274,2024-09-24,CUST_3856,Corporate,South,Miami,Home & Garden,Bedding,Store,3,210.42,631.27,67.09,0.0,0.106
ORD_01275,2024-02-16,CUST_9871,Consumer,North,Boston,Sports,Bicycle,Store,3,176.02,528.06,108.72,0.0,0.206
ORD_01276,2024-11-26,CUST_8272,Corporate,West,San Francisco,Beauty,Perfume,Store,6,30.2,152.4,45.66,0.159,0.3
ORD_01277,2024-05-30,CUST_4188,Home Office,South,Houston,Clothing,Shoes,Phone,10,52.26,522.56,124.9,0.0,0.239
ORD_01278,2024-11-13,CUST_7436,Consumer,East,Baltimore,Home & Garden,Table,Store,2,262.85,525.7,123.9,0.0,0.236
ORD_01279,2025-06-21,CUST_6532,Home Office,West,Los Angeles,Clothing,Jeans,Online,7,95.28,666.99,153.1,0.0,0.23
ORD_01280,2023-10-16,CUST_3823,Corporate,South,Atlanta,Books,Children Book,Phone,10,33.08,330.77,96.71,0.0,0.292
ORD_01281,2024-04-11,CUST_5025,Home Office,South,Atlanta,Home & Garden,Plant,Online,8,194.86,1558.92,592.24,0.0,0.38
ORD_01282,2025-06-26,CUST_2404,Consumer,North,Chicago,Electronics,Laptop,Online,1,498.63,498.63,63.32,0.0,0.127
ORD_01283,2024-09-21,CUST_6039,Consumer,South,Houston,Clothing,Jeans,Store,10,93.19,931.93,256.31,0.0,0.275
ORD_01284,2025-01-20,CUST_5968,Consumer,East,Baltimore,Clothing,Dress,Phone,3,92.56,277.68,40.43,0.0,0.146
ORD_01285,2025-03-20,CUST_8693,Home Office,Central,Kansas City,Clothing,Shoes,Store,4,98.21,340.4,101.84,0.133,0.299
ORD_01286,2023-11-01,CUST_8813,Consumer,South,Atlanta,Sports,Tennis Racket,Online,10,153.22,1532.18,529.19,0.0,0.345
ORD_01287,2025-05-12,CUST_9057,Home Office,Central,Denver,Sports,Running Shoes,Phone,6,182.84,1097.04,434.81,0.0,0.396
ORD_01288,2023-12-01,CUST_7449,Consumer,South,Miami,Books,Biography,Online,4,38.85,155.39,30.49,0.0,0.196
ORD_01289,2023-12-16,CUST_7844,Consumer,East,Baltimore,Sports,Running Shoes,Store,5,78.8,394.02,72.53,0.0,0.184
ORD_01290,2023-10-16,CUST_4912,Home Office,West,San Francisco,Clothing,T-Shirt,Store,5,58.67,227.35,52.26,0.225,0.23
ORD_01291,2025-07-25,CUST_1514,Consumer,West,Seattle,Electronics,Tablet,Phone,1,800.98,800.98,84.71,0.0,0.106
ORD_01292,2025-01-15,CUST_5428,Home Office,West,San Francisco,Electronics,TV,Store,6,525.1,3150.57,799.54,0.0,0.254
ORD_01293,2024-11-29,CUST_6672,Home Office,West,Seattle,Home & Garden,Table,Store,9,157.87,1229.08,226.76,0.135,0.184
ORD_01294,2025-08-09,CUST_2859,Consumer,North,Chicago,Home & Garden,Cookware,Online,2,172.89,286.45,43.86,0.172,0.153
ORD_01295,2024-05-21,CUST_1220,Home Office,North,New York,Electronics,TV,Store,10,302.79,3027.87,832.14,0.0,0.275
ORD_01296,2025-01-05,CUST_2998,Consumer,East,Baltimore,Electronics,Camera,Phone,3,399.64,1165.94,377.55,0.028,0.324
ORD_01297,2023-12-24,CUST_4444,Consumer,North,Boston,Beauty,Foundation,Phone,2,32.41,48.92,14.07,0.245,0.288
ORD_01298,2025-09-16,CUST_8687,Corporate,West,Seattle,Beauty,Foundation,Phone,10,53.93,538.23,63.72,0.002,0.118
ORD_01299,2024-03-20,CUST_4102,Home Office,South,Atlanta,Clothing,Shoes,Online,2,39.11,78.23,27.74,0.0,0.355
ORD_01300,2024-05-12,CUST_5861,Home Office,South,Atlanta,Beauty,Moisturizer,Store,9,43.83,353.64,58.52,0.103,0.165
ORD_01301,2024-05-25,CUST_5123,Corporate,Central,Denver,Beauty,Nail Polish,Online,2,17.77,35.55,8.82,0.0,0.248
ORD_01302,2023-11-22,CUST_8306,Consumer,Central,Kansas City,Electronics,TV,Phone,2,488.8,977.6,323.99,0.0,0.331
ORD_01303,2025-09-05,CUST_5299,Home Office,Central,Minneapolis,Electronics,Camera,Store,8,518.58,4148.68,1424.2,0.0,0.343
ORD_01304,2024-07-25,CUST_4117,Consumer,West,San Francisco,Books,Children Book,Phone,3,11.28,33.84,6.97,0.0,0.206
ORD_01305,2025-01-06,CUST_8408,Consumer,East,Washington DC,Sports,Tennis Racket,Online,7,112.94,715.46,76.8,0.095,0.107
ORD_01306,2025-06-30,CUST_8116,Home Office,South,Atlanta,Home & Garden,Sofa,Online,3,277.88,735.78,114.17,0.117,0.155
ORD_01307,2024-02-22,CUST_9148,Corporate,East,Washington DC,Clothing,T-Shirt,Online,5,87.23,411.31,146.49,0.057,0.356
ORD_01308,2025-06-04,CUST_8984,Home Office,West,San Francisco,Sports,Yoga Mat,Online,6,194.22,1165.3,139.92,0.0,0.12
ORD_01309,2025-01-22,CUST_9499,Corporate,Central,Kansas City,Clothing,Jeans,Online,7,61.79,432.52,167.41,0.0,0.387
ORD_01310,2024-09-02,CUST_2996,Home Office,East,Baltimore,Books,Self-Help,Online,9,18.46,166.11,52.73,0.0,0.317
ORD_01311,2024-01-31,CUST_1290,Corporate,East,Baltimore,Sports,Running Shoes,Store,7,86.92,608.42,233.25,0.0,0.383
ORD_01312,2024-08-07,CUST_6424,Home Office,West,San Francisco,Books,Biography,Online,3,38.96,116.89,39.1,0.0,0.334
ORD_01313,2024-05-13,CUST_9005,Home Office,Central,Minneapolis,Clothing,Jeans,Store,1,48.51,48.51,17.67,0.0,0.364
ORD_01314,2024-02-20,CUST_9043,Corporate,Central,Kansas City,Electronics,Camera,Phone,5,300.19,1154.27,250.33,0.231,0.217
ORD_01315,2025-09-19,CUST_5040,Consumer,South,Atlanta,Electronics,Headphones,Phone,1,495.41,495.41,172.13,0.0,0.347
ORD_01316,2024-02-18,CUST_9786,Consumer,East,Washington DC,Sports,Dumbbells,Phone,4,193.66,604.2,168.74,0.22,0.279
ORD_01317,2024-04-08,CUST_7160,Corporate,Central,Minneapolis,Home & Garden,Table,Phone,1,189.45,187.82,30.29,0.009,0.161
ORD_01318,2025-07-12,CUST_3418,Corporate,West,Los Angeles,Home & Garden,Plant,Phone,7,266.58,1866.06,519.05,0.0,0.278
ORD_01319,2024-01-10,CUST_8427,Corporate,East,Washington DC,Home & Garden,Table,Online,10,138.56,1024.9,396.47,0.26,0.387
ORD_01320,2025-04-09,CUST_7144,Home Office,West,San Francisco,Clothing,Dress,Online,7,73.47,514.32,112.46,0.0,0.219
ORD_01321,2023-10-27,CUST_1645,Home Office,East,Washington DC,Books,Textbook,Online,3,24.9,72.41,27.38,0.031,0.378
ORD_01322,2024-03-07,CUST_6540,Consumer,South,Miami,Home & Garden,Lamp,Store,6,325.26,1951.53,483.47,0.0,0.248
ORD_01323,2025-03-12,CUST_3539,Home Office,West,Seattle,Sports,Bicycle,Online,4,117.27,469.1,63.13,0.0,0.135
ORD_01324,2024-06-15,CUST_1396,Consumer,South,Miami,Electronics,TV,Phone,4,609.02,2436.08,274.43,0.0,0.113
ORD_01325,2024-02-25,CUST_7349,Home Office,South,Houston,Home & Garden,Lamp,Phone,7,105.78,740.44,244.09,0.0,0.33
ORD_01326,2025-08-07,CUST_4278,Home Office,West,Seattle,Electronics,Laptop,Online,4,422.13,1688.52,417.81,0.0,0.247
ORD_01327,2023-12-13,CUST_7507,Consumer,Central,Kansas City,Books,Cookbook,Online,9,10.22,91.98,26.52,0.0,0.288
ORD_01328,2024-06-20,CUST_3619,Consumer,Central,Kansas City,Books,Self-Help,Phone,5,20.03,96.59,19.14,0.036,0.198
ORD_01329,2024-07-10,CUST_9385,Corporate,West,Los Angeles,Sports,Basketball,Online,3,66.9,144.53,31.25,0.28,0.216
ORD_01330,2024-04-19,CUST_5892,Home Office,South,Houston,Beauty,Nail Polish,Phone,4,54.9,219.6,75.84,0.0,0.345
ORD_01331,2023-11-16,CUST_9373,Consumer,South,Houston,Home & Garden,Table,Store,1,164.93,164.93,25.44,0.0,0.154
ORD_01332,2025-02-14,CUST_7402,Home Office,West,Seattle,Home & Garden,Plant,Online,8,244.05,1952.42,544.77,0.0,0.279
ORD_01333,2025-08-05,CUST_1004,Consumer,South,Miami,Books,Fiction Novel,Phone,1,35.71,35.71,13.72,0.0,0.384
ORD_01334,2024-07-28,CUST_3613,Consumer,West,San Francisco,Beauty,Moisturizer,Online,6,24.69,148.13,23.29,0.0,0.157
ORD_01335,2024-10-07,CUST_1366,Corporate,North,Boston,Sports,Bicycle,Online,2,95.31,190.62,34.09,0.0,0.179
ORD_01336,2024-04-18,CUST_1497,Corporate,North,Chicago,Beauty,Nail Polish,Online,1,20.07,20.07,6.37,0.0,0.317
ORD_01337,2025-05-07,CUST_8859,Consumer,Central,Kansas City,Home & Garden,Sofa,Phone,3,164.64,493.93,108.3,0.0,0.219
ORD_01338,2023-10-30,CUST_3867,Consumer,West,San Francisco,Sports,Tennis Racket,Phone,1,148.49,148.49,57.59,0.0,0.388
ORD_01339,2025-09-17,CUST_5379,Consumer,East,Baltimore,Sports,Yoga Mat,Phone,5,194.48,972.39,152.1,0.0,0.156
ORD_01340,2023-09-23,CUST_9004,Consumer,North,Chicago,Sports,Basketball,Phone,1,92.98,92.98,11.76,0.0,0.127
ORD_01341,2025-01-17,CUST_7082,Home Office,Central,Denver,Home & Garden,Bedding,Phone,9,143.71,1293.38,414.6,0.0,0.321
ORD_01342,2024-03-18,CUST_6692,Corporate,Central,Kansas City,Home & Garden,Plant,Online,8,302.71,2421.71,538.46,0.0,0.222
ORD_01343,2023-12-19,CUST_6876,Home Office,Central,Kansas City,Clothing,Dress,Store,8,81.53,643.86,230.85,0.013,0.359
ORD_01344,2025-02-21,CUST_3612,Home Office,South,Houston,Home & Garden,Cookware,Online,4,347.41,1389.62,304.2,0.0,0.219
ORD_01345,2024-01-14,CUST_2700,Home Office,Central,Minneapolis,Electronics,Camera,Online,5,950.88,4430.93,1326.58,0.068,0.299
ORD_01346,2025-09-17,CUST_7116,Home Office,East,Washington DC,Electronics,Tablet,Store,9,742.67,6684.02,1456.05,0.0,0.218
ORD_01347,2024-11-12,CUST_8432,Consumer,North,New York,Beauty,Nail Polish,Phone,4,47.23,188.92,69.51,0.0,0.368
ORD_01348,2024-01-10,CUST_6022,Consumer,West,Los Angeles,Electronics,TV,Store,5,868.92,3283.02,862.09,0.244,0.263
ORD_01349,2023-10-16,CUST_4392,Consumer,North,New York,Home & Garden,Sofa,Phone,2,120.11,172.12,40.58,0.283,0.236
ORD_01350,2025-07-30,CUST_5918,Corporate,West,Los Angeles,Beauty,Moisturizer,Store,6,24.38,146.28,33.43,0.0,0.229
ORD_01351,2025-01-23,CUST_9050,Consumer,Central,Minneapolis,Electronics,TV,Store,6,513.62,3081.74,544.65,0.0,0.177
ORD_01352,2024-10-18,CUST_6751,Home Office,Central,Denver,Sports,Bicycle,Store,1,107.0,107.0,41.6,0.0,0.389
ORD_01353,2023-12-19,CUST_2359,Consumer,West,San Francisco,Books,Fiction Novel,Phone,2,23.64,33.32,10.82,0.295,0.325
ORD_01354,2023-10-27,CUST_8392,Consumer,East,Washington DC,Books,Children Book,Phone,7,12.85,89.94,27.45,0.0,0.305
ORD_01355,2025-08-13,CUST_9225,Consumer,North,Chicago,Sports,Running Shoes,Store,5,154.57,772.85,167.29,0.0,0.216
ORD_01356,2025-07-22,CUST_9466,Corporate,North,Boston,Books,Fiction Novel,Online,8,18.8,135.46,20.16,0.099,0.149
ORD_01357,2024-01-12,CUST_8966,Consumer,South,Miami,Clothing,Jacket,Online,7,83.18,582.26,199.16,0.0,0.342
ORD_01358,2024-10-11,CUST_6571,Home Office,North,Boston,Clothing,Jeans,Phone,8,42.15,337.24,78.71,0.0,0.233
ORD_01359,2024-01-18,CUST_1387,Corporate,North,New York,Clothing,Jeans,Store,6,84.58,507.45,116.2,0.0,0.229
ORD_01360,2025-09-01,CUST_7858,Corporate,East,Baltimore,Books,Fiction Novel,Online,5,23.09,112.42,34.92,0.026,0.311
ORD_01361,2025-08-02,CUST_4985,Consumer,East,Washington DC,Sports,Basketball,Online,1,74.3,74.3,20.14,0.0,0.271
ORD_01362,2024-12-21,CUST_8829,Consumer,Central,Kansas City,Books,Biography,Phone,3,27.46,77.39,10.43,0.061,0.135
ORD_01363,2024-07-25,CUST_1183,Corporate,South,Houston,Beauty,Perfume,Online,9,50.46,454.18,60.78,0.0,0.134
ORD_01364,2025-05-13,CUST_6235,Consumer,Central,Denver,Home & Garden,Table,Store,4,156.6,626.4,151.86,0.0,0.242
ORD_01365,2024-01-01,CUST_9870,Consumer,South,Atlanta,Books,Children Book,Online,3,35.74,107.21,15.4,0.0,0.144
ORD_01366,2025-01-23,CUST_5047,Home Office,Central,Denver,Books,Cookbook,Store,6,38.13,228.77,79.7,0.0,0.348
ORD_01367,2024-12-07,CUST_4155,Home Office,North,Boston,Sports,Running Shoes,Phone,6,108.62,651.7,183.73,0.0,0.282
ORD_01368,2024-01-30,CUST_3576,Consumer,West,Seattle,Books,Self-Help,Phone,9,18.63,167.66,55.65,0.0,0.332
ORD_01369,2023-10-23,CUST_3384,Home Office,West,Los Angeles,Books,Fiction Novel,Online,6,18.32,109.93,20.25,0.0,0.184
ORD_01370,2024-09-05,CUST_6048,Corporate,East,Baltimore,Books,Biography,Phone,8,21.58,172.66,62.39,0.0,0.361
ORD_01371,2025-09-02,CUST_3248,Corporate,Central,Minneapolis,Books,Textbook,Store,2,30.74,61.49,24.14,0.0,0.393
ORD_01372,2025-06-14,CUST_5444,Corporate,North,Boston,Beauty,Shampoo,Phone,9,25.25,227.28,85.92,0.0,0.378
ORD_01373,2024-05-24,CUST_4143,Corporate,Central,Denver,Home & Garden,Lamp,Phone,7,183.56,1284.9,358.91,0.0,0.279
ORD_01374,2024-04-01,CUST_4112,Home Office,Central,Denver,Beauty,Shampoo,Phone,6,47.07,243.21,64.66,0.139,0.266
ORD_01375,2025-03-07,CUST_5775,Home Office,South,Miami,Beauty,Nail Polish,Online,4,41.92,167.66,48.63,0.0,0.29
ORD_01376,2025-07-16,CUST_8935,Home Office,West,San Francisco,Clothing,Jacket,Store,10,59.43,581.46,117.7,0.022,0.202
ORD_01377,2024-01-27,CUST_2090,Consumer,West,Seattle,Sports,Running Shoes,Store,8,118.21,945.71,375.69,0.0,0.397
ORD_01378,2024-07-01,CUST_5353,Consumer,Central,Minneapolis,Sports,Yoga Mat,Store,8,139.29,1114.33,270.68,0.0,0.243
ORD_01379,2024-01-22,CUST_1892,Consumer,South,Miami,Electronics,Tablet,Online,5,330.6,1605.43,418.32,0.029,0.261
ORD_01380,2025-08-25,CUST_1981,Consumer,West,Los Angeles,Electronics,TV,Online,6,982.63,5470.07,1727.84,0.072,0.316
ORD_01381,2024-05-04,CUST_6792,Consumer,Central,Minneapolis,Books,Biography,Online,1,26.61,20.18,3.94,0.242,0.195
ORD_01382,2024-10-18,CUST_3627,Consumer,South,Houston,Books,Fiction Novel,Phone,10,39.36,393.6,71.21,0.0,0.181
ORD_01383,2023-12-28,CUST_8528,Home Office,South,Atlanta,Clothing,Jeans,Online,3,93.82,224.79,41.33,0.201,0.184
ORD_01384,2024-12-10,CUST_4496,Consumer,Central,Minneapolis,Sports,Tennis Racket,Online,2,111.28,163.26,38.08,0.266,0.233
ORD_01385,2025-06-12,CUST_4360,Home Office,West,Los Angeles,Books,Biography,Store,7,33.69,235.81,60.65,0.0,0.257
ORD_01386,2025-02-14,CUST_4366,Corporate,Central,Minneapolis,Sports,Tennis Racket,Online,2,140.14,280.29,86.8,0.0,0.31
ORD_01387,2024-11-08,CUST_7637,Corporate,South,Miami,Home & Garden,Lamp,Online,5,369.54,1847.68,395.1,0.0,0.214
ORD_01388,2023-10-16,CUST_2059,Corporate,Central,Denver,Beauty,Nail Polish,Phone,1,32.5,32.5,6.62,0.0,0.204
ORD_01389,2025-02-05,CUST_2465,Corporate,West,Seattle,Sports,Tennis Racket,Store,6,84.28,505.7,106.19,0.0,0.21
ORD_01390,2025-01-24,CUST_9473,Home Office,South,Miami,Clothing,Shoes,Phone,4,88.44,353.77,139.3,0.0,0.394
ORD_01391,2024-05-13,CUST_1820,Corporate,North,Chicago,Clothing,T-Shirt,Online,9,94.9,634.13,149.61,0.258,0.236
ORD_01392,2024-07-03,CUST_3730,Home Office,South,Miami,Sports,Dumbbells,Online,4,180.77,723.09,207.01,0.0,0.286
ORD_01393,2024-03-20,CUST_3751,Consumer,East,Baltimore,Sports,Tennis Racket,Online,4,140.4,561.58,69.14,0.0,0.123
ORD_01394,2024-06-23,CUST_7044,Home Office,South,Houston,Electronics,Headphones,Online,3,650.24,1950.73,304.4,0.0,0.156
ORD_01395,2024-08-20,CUST_9206,Home Office,South,Atlanta,Books,Fiction Novel,Online,7,14.05,94.44,10.81,0.04,0.115
ORD_01396,2025-06-06,CUST_5027,Corporate,East,Baltimore,Home & Garden,Plant,Online,2,314.03,628.06,93.35,0.0,0.149
ORD_01397,2023-11-04,CUST_5705,Corporate,North,Boston,Clothing,T-Shirt,Phone,8,75.81,606.52,132.53,0.0,0.219
ORD_01398,2024-11-08,CUST_6798,Home Office,Central,Kansas City,Beauty,Moisturizer,Phone,7,48.82,341.76,87.85,0.0,0.257
ORD_01399,2025-02-18,CUST_2202,Home Office,West,Los Angeles,Electronics,Smartphone,Store,5,336.65,1683.26,624.91,0.0,0.371
ORD_01400,2024-07-24,CUST_4255,Consumer,East,Philadelphia,Home & Garden,Plant,Online,7,332.52,2327.65,756.73,0.0,0.325
ORD_01401,2025-05-18,CUST_5005,Consumer,South,Houston,Home & Garden,Plant,Online,4,371.1,1484.4,261.07,0.0,0.176
ORD_01402,2025-09-20,CUST_3136,Corporate,West,San Francisco,Clothing,Jacket,Online,4,96.08,384.32,141.86,0.0,0.369
ORD_01403,2024-07-20,CUST_7333,Home Office,East,Philadelphia,Home & Garden,Plant,Store,2,279.47,558.94,115.38,0.0,0.206
ORD_01404,2025-01-22,CUST_6430,Consumer,North,Boston,Electronics,Tablet,Store,9,374.46,2651.18,1054.19,0.213,0.398
ORD_01405,2024-06-24,CUST_9537,Corporate,North,New York,Books,Cookbook,Online,8,22.1,176.82,60.04,0.0,0.34
ORD_01406,2025-06-19,CUST_9470,Home Office,East,Washington DC,Home & Garden,Sofa,Online,8,327.55,2620.38,602.75,0.0,0.23
ORD_01407,2025-08-04,CUST_9289,Consumer,Central,Minneapolis,Beauty,Moisturizer,Online,7,29.86,209.0,65.68,0.0,0.314
ORD_01408,2025-07-03,CUST_2526,Home Office,East,Philadelphia,Clothing,Jeans,Store,5,54.58,272.9,30.72,0.0,0.113
ORD_01409,2024-02-05,CUST_7841,Consumer,South,Atlanta,Books,Cookbook,Store,9,27.05,171.04,67.93,0.297,0.397
ORD_01410,2024-03-07,CUST_2082,Consumer,North,Boston,Beauty,Perfume,Store,3,56.62,146.43,36.32,0.138,0.248
ORD_01411,2024-09-06,CUST_5228,Home Office,Central,Minneapolis,Home & Garden,Plant,Phone,9,366.75,3300.76,1136.5,0.0,0.344
ORD_01412,2025-08-02,CUST_9520,Home Office,East,Baltimore,Clothing,Hat,Store,10,83.37,833.72,144.72,0.0,0.174
ORD_01413,2024-12-09,CUST_5924,Corporate,West,San Francisco,Home & Garden,Cookware,Phone,7,115.39,807.7,224.14,0.0,0.278
ORD_01414,2024-06-11,CUST_4587,Consumer,North,New York,Books,Cookbook,Store,3,37.78,113.34,35.05,0.0,0.309
ORD_01415,2024-11-17,CUST_5900,Consumer,West,San Francisco,Books,Biography,Online,3,28.69,86.08,33.1,0.0,0.385
ORD_01416,2024-08-08,CUST_3523,Corporate,North,Boston,Sports,Tennis Racket,Store,1,100.07,100.07,21.13,0.0,0.211
ORD_01417,2025-02-01,CUST_7640,Corporate,West,San Francisco,Books,Cookbook,Online,5,17.3,86.49,29.52,0.0,0.341
ORD_01418,2025-05-26,CUST_2649,Consumer,East,Baltimore,Sports,Running Shoes,Online,1,72.51,72.51,16.57,0.0,0.229
ORD_01419,2025-09-05,CUST_3909,Consumer,South,Miami,Electronics,Headphones,Online,5,987.78,4938.88,1037.31,0.0,0.21
ORD_01420,2025-09-07,CUST_1662,Consumer,East,Baltimore,Books,Fiction Novel,Store,6,13.0,77.07,30.74,0.012,0.399
